country,year,sex,age,suicides_no,population,suicides/100k pop
Barbados,2013,male,15-24 years,0,18497,0.0
Barbados,2013,male,25-34 years,0,18365,0.0
Barbados,2013,male,35-54 years,0,38728,0.0
Barbados,2013,male,5-14 years,0,19376,0.0
Barbados,2013,male,55-74 years,0,25209,0.0
Barbados,2013,male,75+ years,0,6499,0.0
Belarus,2010,male,75+ years,115,158977,72.34
Belarus,2010,male,35-54 years,869,1353782,64.19
Belarus,2010,male,55-74 years,458,744533,61.52
Belarus,2010,male,25-34 years,382,723856,52.77
Belarus,2010,male,15-24 years,240,707657,33.91
Belarus,2010,female,75+ years,62,432426,14.34
Belarus,2010,female,35-54 years,145,1483086,9.78
Belarus,2010,female,25-34 years,60,715558,8.39
Belarus,2010,female,55-74 years,83,1092687,7.6
Belarus,2010,female,15-24 years,39,668827,5.83
Belarus,2010,male,5-14 years,5,462298,1.08
Belarus,2010,female,5-14 years,1,437506,0.23
Belarus,2011,male,75+ years,112,161762,69.24
Belarus,2011,male,55-74 years,415,755610,54.92
Belarus,2011,male,35-54 years,730,1342175,54.39
Belarus,2011,male,25-34 years,340,736247,46.18
Belarus,2011,male,15-24 years,185,676797,27.33
Belarus,2011,female,75+ years,69,441193,15.64
Belarus,2011,female,35-54 years,141,1470135,9.59
Belarus,2011,female,55-74 years,91,1104192,8.24
Belarus,2011,female,25-34 years,42,724263,5.8
Belarus,2011,female,15-24 years,36,639397,5.63
Belarus,2011,male,5-14 years,10,459834,2.17
Belarus,2011,female,5-14 years,1,435715,0.23
Belarus,2013,male,75+ years,125,169369,73.8
Belarus,2013,male,55-74 years,376,786132,47.83
Belarus,2013,male,35-54 years,609,1316641,46.25
Belarus,2013,male,25-34 years,308,759582,40.55
Belarus,2013,male,15-24 years,145,609560,23.79
Belarus,2013,female,75+ years,65,464748,13.99
Belarus,2013,female,35-54 years,111,1438609,7.72
Belarus,2013,female,55-74 years,87,1130796,7.69
Belarus,2013,female,25-34 years,45,739769,6.08
Belarus,2013,female,15-24 years,25,576270,4.34
Belarus,2013,male,5-14 years,5,471922,1.06
Belarus,2013,female,5-14 years,1,446842,0.22
Belarus,2014,male,75+ years,125,172445,72.49
Belarus,2014,male,35-54 years,572,1305009,43.83
Belarus,2014,male,55-74 years,341,807337,42.24
Belarus,2014,male,25-34 years,297,768569,38.64
Belarus,2014,male,15-24 years,128,578690,22.12
Belarus,2014,female,75+ years,53,475110,11.16
Belarus,2014,female,35-54 years,93,1421531,6.54
Belarus,2014,female,55-74 years,68,1149649,5.91
Belarus,2014,female,25-34 years,41,745490,5.5
Belarus,2014,female,15-24 years,15,546952,2.74
Belarus,2014,female,5-14 years,6,455300,1.32
Belarus,2014,male,5-14 years,2,480895,0.42
Belgium,2010,male,75+ years,183,354037,51.69
Belgium,2010,male,35-54 years,622,1576828,39.45
Belgium,2010,male,55-74 years,356,1084719,32.82
Belgium,2010,male,25-34 years,184,696461,26.42
Belgium,2010,female,35-54 years,243,1548246,15.7
Belgium,2010,female,55-74 years,173,1156036,14.96
Belgium,2010,male,15-24 years,98,663725,14.77
Belgium,2010,female,75+ years,63,586690,10.74
Belgium,2010,female,25-34 years,50,693304,7.21
Belgium,2010,female,15-24 years,32,647625,4.94
Belgium,2010,male,5-14 years,7,614697,1.14
Belgium,2010,female,5-14 years,2,588803,0.34
Belgium,2011,male,75+ years,196,361243,54.26
Belgium,2011,male,35-54 years,607,1587976,38.22
Belgium,2011,male,55-74 years,408,1105807,36.9
Belgium,2011,male,25-34 years,163,715773,22.77
Belgium,2011,male,15-24 years,109,676437,16.11
Belgium,2011,female,35-54 years,247,1552522,15.91
Belgium,2011,female,55-74 years,185,1176009,15.73
Belgium,2011,female,75+ years,67,593364,11.29
Belgium,2011,female,25-34 years,60,707535,8.48
Belgium,2011,female,15-24 years,41,656675,6.24
Belgium,2011,male,5-14 years,5,624298,0.8
Belgium,2011,female,5-14 years,0,597487,0.0
Belgium,2012,male,75+ years,191,369145,51.74
Belgium,2012,male,35-54 years,617,1588342,38.85
Belgium,2012,male,55-74 years,381,1125706,33.85
Belgium,2012,male,25-34 years,193,723202,26.69
Belgium,2012,female,55-74 years,187,1195065,15.65
Belgium,2012,male,15-24 years,100,681023,14.68
Belgium,2012,female,35-54 years,217,1551324,13.99
Belgium,2012,female,75+ years,61,600081,10.17
Belgium,2012,female,25-34 years,45,715195,6.29
Belgium,2012,female,15-24 years,28,659827,4.24
Belgium,2012,female,5-14 years,3,603232,0.5
Belgium,2012,male,5-14 years,3,630495,0.48
Belgium,2013,male,75+ years,183,378864,48.3
Belgium,2013,male,35-54 years,570,1582723,36.01
Belgium,2013,male,55-74 years,357,1155511,30.9
Belgium,2013,male,25-34 years,159,728918,21.81
Belgium,2013,female,35-54 years,215,1546111,13.91
Belgium,2013,female,55-74 years,168,1221439,13.75
Belgium,2013,male,15-24 years,91,679018,13.4
Belgium,2013,female,75+ years,73,605856,12.05
Belgium,2013,female,25-34 years,47,721787,6.51
Belgium,2013,female,15-24 years,27,656675,4.11
Belgium,2013,male,5-14 years,3,638399,0.47
Belgium,2013,female,5-14 years,2,610848,0.33
Belgium,2014,male,75+ years,187,387814,48.22
Belgium,2014,male,35-54 years,531,1576060,33.69
Belgium,2014,male,55-74 years,363,1176768,30.85
Belgium,2014,male,25-34 years,168,728759,23.05
Belgium,2014,female,35-54 years,231,1540001,15.0
Belgium,2014,female,55-74 years,177,1240549,14.27
Belgium,2014,female,75+ years,83,614412,13.51
Belgium,2014,male,15-24 years,85,675446,12.58
Belgium,2014,female,25-34 years,43,724681,5.93
Belgium,2014,female,15-24 years,27,653625,4.13
Belgium,2014,male,5-14 years,4,644794,0.62
Belgium,2014,female,5-14 years,0,615939,0.0
Belgium,2015,male,75+ years,177,392775,45.06
Belgium,2015,male,35-54 years,529,1567729,33.74
Belgium,2015,male,55-74 years,353,1200170,29.41
Belgium,2015,male,25-34 years,161,728873,22.09
Belgium,2015,female,35-54 years,221,1534727,14.4
Belgium,2015,female,75+ years,87,616201,14.12
Belgium,2015,female,55-74 years,176,1262327,13.94
Belgium,2015,male,15-24 years,93,671971,13.84
Belgium,2015,female,25-34 years,45,726357,6.2
Belgium,2015,female,15-24 years,21,649587,3.23
Belgium,2015,female,5-14 years,2,622189,0.32
Belgium,2015,male,5-14 years,2,651450,0.31
Belize,2010,male,55-74 years,2,11553,17.31
Belize,2010,male,25-34 years,4,24053,16.63
Belize,2010,male,35-54 years,5,32734,15.27
Belize,2010,male,15-24 years,2,32338,6.18
Belize,2010,female,35-54 years,2,32852,6.09
Belize,2010,female,15-24 years,0,32738,0.0
Belize,2010,female,25-34 years,0,25416,0.0
Belize,2010,female,5-14 years,0,38304,0.0
Belize,2010,female,55-74 years,0,10522,0.0
Belize,2010,female,75+ years,0,2363,0.0
Belize,2010,male,5-14 years,0,38669,0.0
Belize,2010,male,75+ years,0,2254,0.0
Belize,2011,male,75+ years,1,2303,43.42
Belize,2011,male,25-34 years,9,24923,36.11
Belize,2011,male,15-24 years,9,33414,26.93
Belize,2011,male,35-54 years,8,33782,23.68
Belize,2011,female,15-24 years,4,33746,11.85
Belize,2011,male,55-74 years,1,11928,8.38
Belize,2011,female,35-54 years,1,34151,2.93
Belize,2011,female,25-34 years,0,26338,0.0
Belize,2011,female,5-14 years,0,38613,0.0
Belize,2011,female,55-74 years,0,11025,0.0
Belize,2011,female,75+ years,0,2410,0.0
Belize,2011,male,5-14 years,0,39029,0.0
Belize,2012,male,55-74 years,3,12340,24.31
Belize,2012,male,25-34 years,6,25854,23.21
Belize,2012,male,35-54 years,6,34785,17.25
Belize,2012,female,15-24 years,2,34680,5.77
Belize,2012,male,15-24 years,1,34413,2.91
Belize,2012,female,25-34 years,0,27291,0.0
Belize,2012,female,35-54 years,0,35365,0.0
Belize,2012,female,5-14 years,0,38680,0.0
Belize,2012,female,55-74 years,0,11573,0.0
Belize,2012,female,75+ years,0,2440,0.0
Belize,2012,male,5-14 years,0,39194,0.0
Belize,2012,male,75+ years,0,2331,0.0
Belize,2013,male,35-54 years,7,35782,19.56
Belize,2013,male,25-34 years,4,26847,14.9
Belize,2013,male,15-24 years,4,35340,11.32
Belize,2013,male,55-74 years,1,12803,7.81
Belize,2013,female,15-24 years,1,35551,2.81
Belize,2013,female,25-34 years,0,28278,0.0
Belize,2013,female,35-54 years,0,36553,0.0
Belize,2013,female,5-14 years,0,38558,0.0
Belize,2013,female,55-74 years,0,12179,0.0
Belize,2013,female,75+ years,0,2451,0.0
Belize,2013,male,5-14 years,0,39211,0.0
Belize,2013,male,75+ years,0,2335,0.0
Belize,2014,male,55-74 years,4,13350,29.96
Belize,2014,male,25-34 years,7,27885,25.1
Belize,2014,male,35-54 years,5,36808,13.58
Belize,2014,male,15-24 years,2,36197,5.53
Belize,2014,female,15-24 years,2,36364,5.5
Belize,2014,female,5-14 years,2,38337,5.22
Belize,2014,female,25-34 years,1,29287,3.41
Belize,2014,female,35-54 years,1,37789,2.65
Belize,2014,female,55-74 years,0,12866,0.0
Belize,2014,female,75+ years,0,2447,0.0
Belize,2014,male,5-14 years,0,39137,0.0
Belize,2014,male,75+ years,0,2313,0.0
Belize,2015,male,75+ years,1,2264,44.17
Belize,2015,male,25-34 years,9,28956,31.08
Belize,2015,male,55-74 years,3,13996,21.43
Belize,2015,male,35-54 years,4,37895,10.56
Belize,2015,male,5-14 years,3,39041,7.68
Belize,2015,female,55-74 years,1,13642,7.33
Belize,2015,male,15-24 years,2,36971,5.41
Belize,2015,female,35-54 years,2,39103,5.11
Belize,2015,female,15-24 years,1,37114,2.69
Belize,2015,female,25-34 years,0,30312,0.0
Belize,2015,female,5-14 years,0,38109,0.0
Belize,2015,female,75+ years,0,2432,0.0
Bosnia and Herzegovina,2011,male,55-74 years,2,363350,0.55
Bosnia and Herzegovina,2011,male,25-34 years,1,252743,0.4
Bosnia and Herzegovina,2011,male,35-54 years,2,549187,0.36
Bosnia and Herzegovina,2011,female,15-24 years,0,272956,0.0
Bosnia and Herzegovina,2011,female,25-34 years,0,256067,0.0
Bosnia and Herzegovina,2011,female,35-54 years,0,553980,0.0
Bosnia and Herzegovina,2011,female,5-14 years,0,246977,0.0
Bosnia and Herzegovina,2011,female,55-74 years,0,436988,0.0
Bosnia and Herzegovina,2011,female,75+ years,0,115955,0.0
Bosnia and Herzegovina,2011,male,15-24 years,0,290910,0.0
Bosnia and Herzegovina,2011,male,5-14 years,0,256966,0.0
Bosnia and Herzegovina,2011,male,75+ years,0,77233,0.0
Bosnia and Herzegovina,2014,male,75+ years,37,96222,38.45
Bosnia and Herzegovina,2014,male,55-74 years,84,401567,20.92
Bosnia and Herzegovina,2014,male,35-54 years,96,534512,17.96
Bosnia and Herzegovina,2014,female,75+ years,14,141795,9.87
Bosnia and Herzegovina,2014,male,25-34 years,19,252546,7.52
Bosnia and Herzegovina,2014,female,35-54 years,28,554379,5.05
Bosnia and Herzegovina,2014,female,55-74 years,23,458353,5.02
Bosnia and Herzegovina,2014,male,15-24 years,6,274269,2.19
Bosnia and Herzegovina,2014,female,25-34 years,3,234219,1.28
Bosnia and Herzegovina,2014,female,15-24 years,2,250924,0.8
Bosnia and Herzegovina,2014,male,5-14 years,1,227491,0.44
Bosnia and Herzegovina,2014,female,5-14 years,0,227892,0.0
Brazil,2010,male,75+ years,358,1882113,19.02
Brazil,2010,male,55-74 years,1236,10813388,11.43
Brazil,2010,male,25-34 years,1832,17023785,10.76
Brazil,2010,male,35-54 years,2586,24501254,10.55
Brazil,2010,male,15-24 years,1288,17726866,7.27
Brazil,2010,female,35-54 years,835,26004856,3.21
Brazil,2010,female,55-74 years,339,12605588,2.69
Brazil,2010,female,75+ years,79,2940677,2.69
Brazil,2010,female,25-34 years,404,17054489,2.37
Brazil,2010,female,15-24 years,368,17237481,2.13
Brazil,2010,male,5-14 years,56,17242386,0.32
Brazil,2010,female,5-14 years,48,16596829,0.29
Brazil,2011,male,75+ years,352,2002447,17.58
Brazil,2011,male,55-74 years,1323,11208705,11.8
Brazil,2011,male,25-34 years,1907,17249585,11.06
Brazil,2011,male,35-54 years,2754,24975171,11.03
Brazil,2011,male,15-24 years,1335,17674787,7.55
Brazil,2011,female,35-54 years,805,26488792,3.04
Brazil,2011,female,55-74 years,352,13063915,2.69
Brazil,2011,female,15-24 years,413,17180849,2.4
Brazil,2011,female,25-34 years,400,17253232,2.32
Brazil,2011,female,75+ years,71,3110432,2.28
Brazil,2011,male,5-14 years,63,17044425,0.37
Brazil,2011,female,5-14 years,47,16404101,0.29
Brazil,2012,male,75+ years,376,2123165,17.71
Brazil,2012,male,55-74 years,1458,11612925,12.55
Brazil,2012,male,35-54 years,2885,25463652,11.33
Brazil,2012,male,25-34 years,1930,17418954,11.08
Brazil,2012,male,15-24 years,1313,17644319,7.44
Brazil,2012,female,35-54 years,877,26979566,3.25
Brazil,2012,female,55-74 years,418,13532752,3.09
Brazil,2012,female,25-34 years,455,17398447,2.62
Brazil,2012,female,75+ years,80,3285641,2.43
Brazil,2012,female,15-24 years,383,17145894,2.23
Brazil,2012,male,5-14 years,79,16810876,0.47
Brazil,2012,female,5-14 years,41,16175024,0.25
Brazil,2013,male,75+ years,370,2240434,16.51
Brazil,2013,male,55-74 years,1474,12036068,12.25
Brazil,2013,male,35-54 years,3053,25965164,11.76
Brazil,2013,male,25-34 years,2004,17534209,11.43
Brazil,2013,male,15-24 years,1317,17627508,7.47
Brazil,2013,female,35-54 years,897,27475364,3.26
Brazil,2013,female,55-74 years,433,14022927,3.09
Brazil,2013,female,75+ years,88,3462431,2.54
Brazil,2013,female,25-34 years,393,17492228,2.25
Brazil,2013,female,15-24 years,362,17123318,2.11
Brazil,2013,male,5-14 years,72,16555477,0.43
Brazil,2013,female,5-14 years,50,15923724,0.31
Brazil,2014,male,75+ years,390,2349303,16.6
Brazil,2014,male,55-74 years,1534,12492114,12.28
Brazil,2014,male,35-54 years,3050,26475231,11.52
Brazil,2014,male,25-34 years,1982,17601477,11.26
Brazil,2014,male,15-24 years,1358,17606681,7.71
Brazil,2014,female,35-54 years,871,27971096,3.11
Brazil,2014,female,55-74 years,389,14550395,2.67
Brazil,2014,female,25-34 years,457,17539955,2.61
Brazil,2014,female,75+ years,83,3634999,2.28
Brazil,2014,female,15-24 years,371,17094729,2.17
Brazil,2014,male,5-14 years,84,16299015,0.52
Brazil,2014,female,5-14 years,62,15670559,0.4
Brazil,2015,male,75+ years,470,2448560,19.19
Brazil,2015,male,55-74 years,1693,12987357,13.04
Brazil,2015,male,35-54 years,3238,26989063,12.0
Brazil,2015,male,25-34 years,1897,17625976,10.76
Brazil,2015,male,15-24 years,1389,17569045,7.91
Brazil,2015,female,35-54 years,910,28461855,3.2
Brazil,2015,female,55-74 years,479,15122216,3.17
Brazil,2015,female,25-34 years,466,17546090,2.66
Brazil,2015,female,75+ years,89,3802086,2.34
Brazil,2015,female,15-24 years,397,17047218,2.33
Brazil,2015,male,5-14 years,79,16057040,0.49
Brazil,2015,female,5-14 years,56,15430579,0.36
Bulgaria,2010,male,75+ years,137,224566,61.01
Bulgaria,2010,male,55-74 years,217,799085,27.16
Bulgaria,2010,male,35-54 years,202,1058086,19.09
Bulgaria,2010,female,75+ years,60,366672,16.36
Bulgaria,2010,male,25-34 years,57,566462,10.06
Bulgaria,2010,female,55-74 years,74,979427,7.56
Bulgaria,2010,male,15-24 years,35,467481,7.49
Bulgaria,2010,female,35-54 years,57,1061049,5.37
Bulgaria,2010,female,25-34 years,11,537199,2.05
Bulgaria,2010,female,15-24 years,8,444943,1.8
Bulgaria,2010,male,5-14 years,1,338094,0.3
Bulgaria,2010,female,5-14 years,0,319676,0.0
Bulgaria,2011,male,75+ years,98,226843,43.2
Bulgaria,2011,male,55-74 years,209,813732,25.68
Bulgaria,2011,male,35-54 years,201,1054285,19.07
Bulgaria,2011,female,75+ years,48,372993,12.87
Bulgaria,2011,male,25-34 years,59,543115,10.86
Bulgaria,2011,male,15-24 years,36,442991,8.13
Bulgaria,2011,female,55-74 years,51,990352,5.15
Bulgaria,2011,female,35-54 years,41,1036483,3.96
Bulgaria,2011,female,15-24 years,11,419980,2.62
Bulgaria,2011,female,25-34 years,7,509076,1.38
Bulgaria,2011,male,5-14 years,2,332601,0.6
Bulgaria,2011,female,5-14 years,0,314076,0.0
Bulgaria,2012,male,75+ years,140,228793,61.19
Bulgaria,2012,male,55-74 years,244,828882,29.44
Bulgaria,2012,male,35-54 years,181,1052298,17.2
Bulgaria,2012,female,75+ years,61,378562,16.11
Bulgaria,2012,male,25-34 years,62,520738,11.91
Bulgaria,2012,male,15-24 years,45,418715,10.75
Bulgaria,2012,female,55-74 years,65,1000743,6.5
Bulgaria,2012,female,35-54 years,46,1014327,4.54
Bulgaria,2012,female,15-24 years,14,394971,3.54
Bulgaria,2012,female,25-34 years,13,482889,2.69
Bulgaria,2012,male,5-14 years,1,328547,0.3
Bulgaria,2012,female,5-14 years,0,310187,0.0
Bulgaria,2013,male,75+ years,113,228209,49.52
Bulgaria,2013,male,55-74 years,207,831118,24.91
Bulgaria,2013,male,35-54 years,164,1052928,15.58
Bulgaria,2013,female,75+ years,47,380633,12.35
Bulgaria,2013,male,25-34 years,56,514523,10.88
Bulgaria,2013,male,15-24 years,32,397784,8.04
Bulgaria,2013,female,55-74 years,41,1002925,4.09
Bulgaria,2013,female,35-54 years,41,1012070,4.05
Bulgaria,2013,female,25-34 years,12,477076,2.52
Bulgaria,2013,female,15-24 years,6,374785,1.6
Bulgaria,2013,female,5-14 years,1,315034,0.32
Bulgaria,2013,male,5-14 years,1,333559,0.3
Bulgaria,2014,male,75+ years,120,227129,52.83
Bulgaria,2014,male,55-74 years,194,833666,23.27
Bulgaria,2014,female,75+ years,67,382347,17.52
Bulgaria,2014,male,35-54 years,156,1052572,14.82
Bulgaria,2014,male,25-34 years,47,508827,9.24
Bulgaria,2014,male,15-24 years,33,378681,8.71
Bulgaria,2014,female,55-74 years,54,1005439,5.37
Bulgaria,2014,female,35-54 years,33,1009528,3.27
Bulgaria,2014,female,25-34 years,13,472176,2.75
Bulgaria,2014,female,15-24 years,5,356406,1.4
Bulgaria,2014,male,5-14 years,2,337969,0.59
Bulgaria,2014,female,5-14 years,0,319134,0.0
Cabo Verde,2011,male,75+ years,2,4954,40.37
Cabo Verde,2011,male,35-54 years,18,47077,38.24
Cabo Verde,2011,male,25-34 years,8,42962,18.62
Cabo Verde,2011,female,55-74 years,2,19887,10.06
Cabo Verde,2011,male,15-24 years,5,57386,8.71
Cabo Verde,2011,male,55-74 years,1,14827,6.74
Cabo Verde,2011,male,5-14 years,3,57301,5.24
Cabo Verde,2011,female,35-54 years,2,49078,4.08
Cabo Verde,2011,female,15-24 years,1,56039,1.78
Cabo Verde,2011,female,25-34 years,0,38528,0.0
Cabo Verde,2011,female,5-14 years,0,56558,0.0
Cabo Verde,2011,female,75+ years,0,7582,0.0
Canada,2010,male,35-54 years,1292,5088099,25.39
Canada,2010,male,75+ years,200,917671,21.79
Canada,2010,male,55-74 years,690,3333897,20.7
Canada,2010,male,25-34 years,409,2366854,17.28
Canada,2010,male,15-24 years,371,2357806,15.73
Canada,2010,female,35-54 years,402,5044926,7.97
Canada,2010,female,55-74 years,237,3510692,6.75
Canada,2010,female,25-34 years,154,2335884,6.59
Canada,2010,female,15-24 years,115,2239759,5.13
Canada,2010,female,75+ years,49,1347679,3.64
Canada,2010,male,5-14 years,19,1922599,0.99
Canada,2010,female,5-14 years,13,1820274,0.71
Canada,2011,male,35-54 years,1127,5074280,22.21
Canada,2011,male,55-74 years,683,3455517,19.77
Canada,2011,male,75+ years,184,943428,19.5
Canada,2011,male,25-34 years,410,2400784,17.08
Canada,2011,male,15-24 years,364,2356694,15.45
Canada,2011,female,35-54 years,390,5032043,7.75
Canada,2011,female,15-24 years,135,2248192,6.0
Canada,2011,female,55-74 years,215,3629587,5.92
Canada,2011,female,25-34 years,134,2370185,5.65
Canada,2011,female,75+ years,55,1368680,4.02
Canada,2011,female,5-14 years,18,1815461,0.99
Canada,2011,male,5-14 years,13,1920567,0.68
Canada,2012,male,35-54 years,1205,5056024,23.83
Canada,2012,male,55-74 years,770,3586361,21.47
Canada,2012,male,75+ years,180,967342,18.61
Canada,2012,male,25-34 years,419,2431632,17.23
Canada,2012,male,15-24 years,381,2358461,16.15
Canada,2012,female,35-54 years,385,5018897,7.67
Canada,2012,female,55-74 years,241,3756013,6.42
Canada,2012,female,15-24 years,137,2255895,6.07
Canada,2012,female,25-34 years,129,2403433,5.37
Canada,2012,female,75+ years,45,1389078,3.24
Canada,2012,female,5-14 years,17,1816079,0.94
Canada,2012,male,5-14 years,17,1921981,0.88
Canada,2013,male,35-54 years,1244,5032714,24.72
Canada,2013,male,75+ years,231,991048,23.31
Canada,2013,male,55-74 years,812,3724622,21.8
Canada,2013,male,25-34 years,439,2456335,17.87
Canada,2013,male,15-24 years,300,2362807,12.7
Canada,2013,female,35-54 years,400,5003771,7.99
Canada,2013,female,55-74 years,255,3887315,6.56
Canada,2013,female,15-24 years,138,2261173,6.1
Canada,2013,female,25-34 years,135,2433660,5.55
Canada,2013,female,75+ years,65,1410630,4.61
Canada,2013,female,5-14 years,20,1823010,1.1
Canada,2013,male,5-14 years,15,1927751,0.78
Chile,2010,male,75+ years,98,241464,40.59
Chile,2010,male,35-54 years,607,2329802,26.05
Chile,2010,male,25-34 years,307,1289792,23.8
Chile,2010,male,55-74 years,273,1162662,23.48
Chile,2010,male,15-24 years,315,1442868,21.83
Chile,2010,female,15-24 years,90,1391250,6.47
Chile,2010,female,35-54 years,150,2348223,6.39
Chile,2010,female,25-34 years,78,1257779,6.2
Chile,2010,female,55-74 years,45,1307594,3.44
Chile,2010,female,75+ years,10,404348,2.47
Chile,2010,male,5-14 years,18,1311312,1.37
Chile,2010,female,5-14 years,10,1264757,0.79
